,parents,has_nurs,form,children,housing,finance,social,health,target
7788,pretentious,very_crit,complete,1,convenient,inconv,slightly_prob,priority,spec_prior
7861,pretentious,very_crit,complete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
5975,pretentious,less_proper,foster,3,critical,convenient,nonprob,recommended,priority
4206,usual,very_crit,foster,2,critical,inconv,slightly_prob,priority,spec_prior
8087,pretentious,very_crit,completed,2,critical,convenient,problematic,recommended,spec_prior
4118,usual,very_crit,foster,1,convenient,inconv,problematic,recommended,spec_prior
1475,usual,less_proper,incomplete,more,less_conv,convenient,nonprob,recommended,priority
6416,pretentious,improper,completed,3,critical,inconv,nonprob,recommended,priority
5274,pretentious,less_proper,complete,2,critical,convenient,nonprob,priority,priority
10834,great_pret,improper,incomplete,1,less_conv,inconv,problematic,not_recom,not_recom
9790,great_pret,less_proper,completed,2,convenient,inconv,problematic,not_recom,not_recom
2052,usual,improper,completed,3,convenient,convenient,nonprob,priority,priority
1674,usual,less_proper,foster,more,convenient,convenient,nonprob,priority,priority
8922,great_pret,proper,completed,2,convenient,inconv,slightly_prob,priority,priority
1776,usual,improper,complete,1,critical,inconv,slightly_prob,priority,priority
5473,pretentious,less_proper,completed,2,less_conv,convenient,nonprob,not_recom,not_recom
7200,pretentious,critical,completed,2,less_conv,convenient,nonprob,priority,spec_prior
4109,usual,very_crit,foster,1,convenient,convenient,problematic,recommended,spec_prior
10793,great_pret,improper,completed,more,critical,inconv,slightly_prob,recommended,spec_prior
4194,usual,very_crit,foster,2,critical,convenient,nonprob,priority,spec_prior
5188,pretentious,less_proper,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
9737,great_pret,less_proper,completed,1,less_conv,convenient,nonprob,recommended,priority
11797,great_pret,critical,incomplete,3,less_conv,convenient,problematic,not_recom,not_recom
12007,great_pret,critical,foster,3,less_conv,convenient,nonprob,not_recom,not_recom
7508,pretentious,critical,incomplete,more,convenient,convenient,slightly_prob,recommended,priority
1976,usual,improper,completed,1,less_conv,inconv,problematic,recommended,priority
2304,usual,improper,incomplete,3,critical,convenient,nonprob,priority,priority
12912,great_pret,very_crit,foster,more,convenient,convenient,problematic,priority,spec_prior
5435,pretentious,less_proper,completed,1,critical,convenient,nonprob,recommended,priority
8515,pretentious,very_crit,foster,2,critical,convenient,nonprob,not_recom,not_recom
12020,great_pret,critical,foster,3,less_conv,inconv,problematic,recommended,spec_prior
2755,usual,critical,complete,more,convenient,convenient,nonprob,not_recom,not_recom
4005,usual,very_crit,incomplete,3,convenient,inconv,nonprob,priority,spec_prior
9613,great_pret,less_proper,complete,3,convenient,convenient,nonprob,not_recom,not_recom
10228,great_pret,less_proper,foster,2,less_conv,convenient,slightly_prob,not_recom,not_recom
9654,great_pret,less_proper,complete,3,critical,convenient,problematic,priority,spec_prior
954,usual,less_proper,complete,2,critical,convenient,nonprob,priority,priority
6180,pretentious,improper,complete,3,less_conv,convenient,problematic,priority,spec_prior
9343,great_pret,proper,foster,2,convenient,convenient,nonprob,not_recom,not_recom
4595,pretentious,proper,completed,2,convenient,convenient,problematic,recommended,priority
11476,great_pret,critical,completed,1,less_conv,inconv,nonprob,not_recom,not_recom
30,usual,proper,complete,1,less_conv,inconv,slightly_prob,priority,priority
1275,usual,less_proper,completed,more,less_conv,inconv,problematic,priority,priority
2195,usual,improper,incomplete,1,critical,convenient,nonprob,recommended,priority
12344,great_pret,very_crit,completed,1,less_conv,inconv,problematic,recommended,spec_prior
10949,great_pret,improper,incomplete,3,critical,convenient,problematic,recommended,spec_prior
6913,pretentious,critical,complete,1,convenient,convenient,nonprob,not_recom,not_recom
11306,great_pret,critical,complete,2,less_conv,convenient,slightly_prob,recommended,priority
5810,pretentious,less_proper,incomplete,more,less_conv,inconv,problematic,recommended,priority
8435,pretentious,very_crit,foster,1,convenient,inconv,slightly_prob,recommended,spec_prior
2506,usual,improper,foster,3,less_conv,convenient,slightly_prob,not_recom,not_recom
4173,usual,very_crit,foster,2,convenient,inconv,problematic,priority,spec_prior
974,usual,less_proper,complete,3,convenient,convenient,slightly_prob,recommended,very_recom
276,usual,proper,completed,2,convenient,convenient,problematic,priority,priority
6351,pretentious,improper,completed,2,less_conv,inconv,problematic,priority,priority
1376,usual,less_proper,incomplete,2,less_conv,inconv,nonprob,recommended,priority
12557,great_pret,very_crit,incomplete,1,less_conv,inconv,slightly_prob,recommended,priority
12338,great_pret,very_crit,completed,1,less_conv,inconv,nonprob,recommended,priority
8522,pretentious,very_crit,foster,2,critical,inconv,nonprob,recommended,spec_prior
8573,pretentious,very_crit,foster,3,critical,convenient,problematic,recommended,spec_prior
5503,pretentious,less_proper,completed,2,critical,inconv,slightly_prob,not_recom,not_recom
3555,usual,very_crit,complete,2,critical,inconv,nonprob,priority,spec_prior
1017,usual,less_proper,complete,3,critical,inconv,nonprob,priority,priority
5169,pretentious,proper,foster,more,critical,convenient,slightly_prob,priority,priority
10943,great_pret,improper,incomplete,3,critical,convenient,nonprob,recommended,spec_prior
5000,pretentious,proper,foster,1,less_conv,inconv,problematic,recommended,priority
2895,usual,critical,completed,2,less_conv,inconv,problematic,priority,priority
2414,usual,improper,foster,1,critical,convenient,slightly_prob,recommended,priority
11080,great_pret,improper,foster,2,convenient,inconv,nonprob,not_recom,not_recom
7291,pretentious,critical,completed,more,convenient,convenient,nonprob,not_recom,not_recom
4187,usual,very_crit,foster,2,less_conv,inconv,slightly_prob,recommended,spec_prior
11988,great_pret,critical,foster,3,convenient,convenient,nonprob,priority,spec_prior
10682,great_pret,improper,completed,2,critical,inconv,nonprob,recommended,spec_prior
11383,great_pret,critical,complete,3,critical,convenient,problematic,not_recom,not_recom
6649,pretentious,improper,incomplete,more,convenient,convenient,problematic,not_recom,not_recom
6638,pretentious,improper,incomplete,3,critical,inconv,problematic,recommended,spec_prior
4967,pretentious,proper,foster,1,convenient,convenient,nonprob,recommended,very_recom
10348,great_pret,less_proper,foster,more,less_conv,inconv,problematic,not_recom,not_recom
11136,great_pret,improper,foster,3,convenient,inconv,slightly_prob,priority,spec_prior
3850,usual,very_crit,completed,more,convenient,inconv,problematic,not_recom,not_recom
5626,pretentious,less_proper,incomplete,1,convenient,inconv,nonprob,not_recom,not_recom
2654,usual,critical,complete,2,convenient,inconv,nonprob,recommended,priority
9452,great_pret,proper,foster,more,convenient,convenient,slightly_prob,recommended,priority
6788,pretentious,improper,foster,2,critical,convenient,slightly_prob,recommended,priority
2776,usual,critical,complete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
12659,great_pret,very_crit,incomplete,3,less_conv,convenient,problematic,recommended,spec_prior
9022,great_pret,proper,completed,more,convenient,convenient,slightly_prob,not_recom,not_recom
8232,pretentious,very_crit,incomplete,1,less_conv,convenient,problematic,priority,spec_prior
12952,great_pret,very_crit,foster,more,critical,inconv,nonprob,not_recom,not_recom
1827,usual,improper,complete,2,critical,inconv,nonprob,priority,priority
9542,great_pret,less_proper,complete,1,critical,convenient,slightly_prob,recommended,priority
8347,pretentious,very_crit,incomplete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
9128,great_pret,proper,incomplete,2,convenient,convenient,slightly_prob,recommended,priority
9522,great_pret,less_proper,complete,1,less_conv,convenient,nonprob,priority,priority
4675,pretentious,proper,completed,3,less_conv,inconv,slightly_prob,not_recom,not_recom
3366,usual,critical,foster,3,less_conv,convenient,nonprob,priority,spec_prior
9158,great_pret,proper,incomplete,2,less_conv,inconv,problematic,recommended,spec_prior
7035,pretentious,critical,complete,3,convenient,inconv,problematic,priority,spec_prior
10448,great_pret,improper,complete,2,less_conv,inconv,nonprob,recommended,priority
3119,usual,critical,incomplete,2,critical,convenient,problematic,recommended,spec_prior
6192,pretentious,improper,complete,3,critical,convenient,nonprob,priority,spec_prior
8306,pretentious,very_crit,incomplete,2,critical,inconv,nonprob,recommended,spec_prior
2916,usual,critical,completed,3,convenient,convenient,nonprob,priority,priority
9931,great_pret,less_proper,completed,more,critical,inconv,slightly_prob,not_recom,not_recom
11980,great_pret,critical,foster,2,critical,inconv,nonprob,not_recom,not_recom
701,usual,proper,foster,2,convenient,convenient,nonprob,recommended,very_recom
11531,great_pret,critical,completed,2,less_conv,inconv,slightly_prob,recommended,priority
11855,great_pret,critical,incomplete,more,less_conv,inconv,slightly_prob,recommended,spec_prior
2361,usual,improper,incomplete,more,critical,convenient,slightly_prob,priority,priority
4787,pretentious,proper,incomplete,1,critical,convenient,nonprob,recommended,priority
9813,great_pret,less_proper,completed,2,critical,convenient,slightly_prob,priority,spec_prior
1393,usual,less_proper,incomplete,2,critical,convenient,problematic,not_recom,not_recom
2683,usual,critical,complete,2,critical,convenient,nonprob,not_recom,not_recom
2409,usual,improper,foster,1,less_conv,inconv,problematic,priority,priority
6688,pretentious,improper,incomplete,more,critical,inconv,nonprob,not_recom,not_recom
4937,pretentious,proper,incomplete,more,less_conv,convenient,problematic,recommended,priority
4874,pretentious,proper,incomplete,3,convenient,inconv,problematic,recommended,priority
6319,pretentious,improper,completed,2,convenient,convenient,nonprob,not_recom,not_recom
3588,usual,very_crit,complete,3,less_conv,convenient,problematic,priority,spec_prior
3634,usual,very_crit,complete,more,convenient,inconv,problematic,not_recom,not_recom
9902,great_pret,less_proper,completed,more,less_conv,convenient,slightly_prob,recommended,priority
4279,usual,very_crit,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom
8688,great_pret,proper,complete,1,critical,inconv,slightly_prob,priority,priority
6504,pretentious,improper,incomplete,1,less_conv,convenient,problematic,priority,priority
8263,pretentious,very_crit,incomplete,2,convenient,convenient,nonprob,not_recom,not_recom
1763,usual,improper,complete,1,critical,convenient,nonprob,recommended,very_recom
9038,great_pret,proper,completed,more,less_conv,convenient,slightly_prob,recommended,priority
815,usual,proper,foster,more,convenient,convenient,problematic,recommended,priority
1534,usual,less_proper,foster,1,less_conv,convenient,slightly_prob,not_recom,not_recom
11663,great_pret,critical,incomplete,1,convenient,convenient,nonprob,recommended,priority
12771,great_pret,very_crit,foster,1,less_conv,inconv,nonprob,priority,spec_prior
5566,pretentious,less_proper,completed,more,convenient,convenient,slightly_prob,not_recom,not_recom
10239,great_pret,less_proper,foster,2,less_conv,inconv,problematic,priority,spec_prior
1524,usual,less_proper,foster,1,convenient,inconv,slightly_prob,priority,priority
12012,great_pret,critical,foster,3,less_conv,convenient,problematic,priority,spec_prior
6510,pretentious,improper,incomplete,1,less_conv,inconv,slightly_prob,priority,priority
10234,great_pret,less_proper,foster,2,less_conv,inconv,nonprob,not_recom,not_recom
7917,pretentious,very_crit,complete,3,less_conv,inconv,problematic,priority,spec_prior
2397,usual,improper,foster,1,less_conv,convenient,slightly_prob,priority,priority
1010,usual,less_proper,complete,3,critical,convenient,slightly_prob,recommended,priority
5662,pretentious,less_proper,incomplete,1,critical,inconv,nonprob,not_recom,not_recom
759,usual,proper,foster,3,convenient,convenient,slightly_prob,priority,priority
3950,usual,very_crit,incomplete,2,convenient,inconv,nonprob,recommended,spec_prior
7379,pretentious,critical,incomplete,1,critical,convenient,nonprob,recommended,spec_prior
11048,great_pret,improper,foster,1,less_conv,inconv,problematic,recommended,spec_prior
916,usual,less_proper,complete,1,critical,inconv,problematic,not_recom,not_recom
9579,great_pret,less_proper,complete,2,less_conv,convenient,slightly_prob,priority,priority
1822,usual,improper,complete,2,critical,convenient,slightly_prob,not_recom,not_recom
11585,great_pret,critical,completed,3,less_conv,inconv,slightly_prob,recommended,spec_prior
